timestamp,linear_x,angular_z
1751541542.8872392,0.1,0.0
1751541542.9009488,0.1,0.0
1751541542.914253,0.1,0.0
1751541542.9269092,0.1,0.0
1751541542.9386585,0.1,0.0
1751541542.9500797,0.1,0.0
1751541542.9613886,0.1,0.0
1751541542.978509,0.1,0.0
1751541542.9902723,0.1,0.0
1751541543.004028,0.1,0.0
1751541543.0154822,0.1,0.0
1751541543.027358,0.1,0.0
1751541543.0389519,0.1,0.0
1751541543.0529673,0.1,0.0
1751541543.0656583,0.1,0.0
1751541543.077519,0.1,0.0
1751541543.0889833,0.1,0.0
1751541543.10264,0.1,0.0
1751541543.1135063,0.1,0.0
1751541543.1253653,0.1,0.0
1751541543.1374862,0.1,0.0
1751541543.149229,0.1,0.0
1751541543.160527,0.1,0.0
1751541543.1716805,0.1,0.0
1751541543.1828816,0.1,0.0
1751541543.1944814,0.1,0.0
1751541543.2086134,0.1,0.0
1751541543.2197013,0.1,0.0
1751541543.2313554,0.1,0.0
1751541543.243683,0.1,0.0
1751541543.2551947,0.1,0.0
1751541543.2679033,0.1,0.0
1751541543.280076,0.1,0.0
1751541543.2917805,0.1,0.0
1751541543.3044748,0.1,0.0
1751541543.3153012,0.1,0.0
1751541543.3290792,0.1,0.0
1751541543.3414488,0.1,0.0
1751541543.3532333,0.1,0.0
1751541543.364926,0.1,0.0
1751541543.3762083,0.1,0.0
1751541543.3874922,0.1,0.0
1751541543.4008455,0.1,0.0
1751541543.4123523,0.1,0.0
1751541543.4270494,0.1,0.0
1751541543.4486887,0.1,0.0
1751541543.4610188,0.1,0.0
1751541543.473991,0.1,0.0
1751541543.487415,0.1,0.0
1751541543.501506,0.1,0.0
1751541543.5126433,0.1,0.0
1751541543.5243087,0.1,0.0
1751541543.536862,0.1,0.0
1751541543.5494797,0.1,0.0
1751541543.5614939,0.1,0.0
1751541543.5731375,0.1,0.0
1751541543.5847478,0.1,0.0
1751541543.5962136,0.1,0.0
1751541543.609631,0.1,0.0
1751541543.6210675,0.1,0.0
1751541543.6333811,0.1,0.0
1751541543.6447616,0.1,0.0
1751541543.6561775,0.1,0.0
1751541543.6674879,0.1,0.0
1751541543.6800733,0.1,0.0
1751541543.6923933,0.1,0.0
1751541543.7041569,0.1,0.0
1751541543.7171469,0.1,0.0
1751541543.728024,0.1,0.0
1751541543.742616,0.1,0.0
1751541543.754995,0.1,0.0
1751541543.766865,0.1,0.0
1751541543.7792687,0.1,0.0
1751541543.7906363,0.1,0.0
1751541543.8033476,0.1,0.0
1751541543.8157651,0.1,0.0
1751541543.8290384,0.1,0.0
1751541543.8405702,0.1,0.0
1751541543.851918,0.1,0.0
1751541543.8631463,0.1,0.0
1751541543.8742716,0.1,0.0
1751541543.8864362,0.1,0.0
1751541543.8984864,0.1,0.0
1751541543.9113412,0.1,0.0
1751541543.9221003,0.1,0.0
1751541543.933506,0.1,0.0
1751541543.9450421,0.1,0.0
1751541543.9592226,0.1,0.0
1751541543.9717433,0.1,0.0
1751541543.9833636,0.1,0.0
1751541543.9946005,0.1,0.0
1751541544.007332,0.1,0.0
1751541544.01881,0.1,0.0
1751541544.030882,0.1,0.0
1751541544.0425632,0.1,0.0
1751541544.0539823,0.1,0.0
1751541544.066164,0.1,0.0
1751541544.0775054,0.1,0.0
1751541544.089173,0.1,0.0
1751541544.102596,0.1,0.0
1751541544.113569,0.1,0.0
1751541544.125127,0.1,0.0
1751541544.1363087,0.1,0.0
1751541544.147545,0.1,0.0
1751541544.1592538,0.1,0.0
1751541544.1712754,0.1,0.0
1751541544.182899,0.1,0.0
1751541544.1941524,0.1,0.0
1751541544.207734,0.1,0.0
1751541544.2185225,0.1,0.0
1751541544.2306607,0.1,0.0
1751541544.2429898,0.1,0.0
1751541544.2557275,0.1,0.0
1751541544.2669885,0.1,0.0
1751541544.2785141,0.1,0.0
1751541544.2902095,0.1,0.0
1751541544.3082697,0.1,0.0
1751541544.3193808,0.1,0.0
1751541544.3308868,0.1,0.0
1751541544.3420908,0.1,0.0
1751541544.3533337,0.1,0.0
1751541544.365114,0.1,0.0
1751541544.3770409,0.1,0.0
1751541544.3886366,0.1,0.0
1751541544.4014494,0.1,0.0
1751541544.4121726,0.1,0.0
1751541544.4234495,0.1,0.0
1751541544.4354205,0.1,0.0
1751541544.4479318,0.1,0.0
1751541544.4601967,0.1,0.0
1751541544.4721336,0.1,0.0
1751541544.4837546,0.1,0.0
1751541544.4963071,0.1,0.0
1751541544.5127873,0.1,0.0
1751541544.5239477,0.1,0.0
1751541544.5355258,0.1,0.0
1751541544.547676,0.1,0.0
1751541544.5589364,0.1,0.0
1751541544.5712864,0.1,0.0
1751541544.5835671,0.1,0.0
1751541544.595199,0.1,0.0
1751541544.6079433,0.1,0.0
1751541544.6186676,0.1,0.0
1751541544.6300719,0.1,0.0
1751541544.6416914,0.1,0.0
1751541544.6537502,0.1,0.0
1751541544.6653805,0.1,0.0
1751541544.6776001,0.1,0.0
1751541544.688942,0.1,0.0
1751541544.7015724,0.1,0.0
1751541544.7134683,0.1,0.0
1751541544.7258253,0.1,0.0
1751541544.7374423,0.1,0.0
1751541544.7487597,0.1,0.0
1751541544.7599902,0.1,0.0
1751541544.7713268,0.1,0.0
1751541544.7837858,0.1,0.0
1751541544.7956085,0.1,0.0
1751541544.8084798,0.1,0.0
1751541544.8192184,0.1,0.0
1751541544.830597,0.1,0.0
1751541544.843892,0.1,0.0
1751541544.8562393,0.1,0.0
1751541544.8682616,0.1,0.0
1751541544.879564,0.1,0.0
1751541544.8916583,0.1,0.0
1751541544.9041977,0.1,0.0
1751541544.915499,0.1,0.0
1751541544.9276419,0.1,0.0
1751541544.939171,0.1,0.0
1751541544.9505394,0.1,0.0
1751541544.9617605,0.1,0.0
1751541544.9730008,0.1,0.0
1751541544.9848049,0.1,0.0
1751541544.9970238,0.1,0.0
1751541545.0100317,0.1,0.0
1751541545.0208569,0.1,0.0
1751541545.032196,0.1,0.0
1751541545.0433798,0.1,0.0
1751541545.056082,0.1,0.0
1751541545.0682092,0.1,0.0
1751541545.0798311,0.1,0.0
1751541545.09117,0.1,0.0
1751541545.103331,0.1,0.0
1751541545.1162744,0.1,0.0
1751541545.1283462,0.1,0.0
1751541545.1404717,0.1,0.0
1751541545.1519928,0.1,0.0
1751541545.1632366,0.1,0.0
1751541545.1743412,0.1,0.0
1751541545.186355,0.1,0.0
1751541545.2001307,0.1,0.0
1751541545.2134688,0.1,0.0
1751541545.2242818,0.1,0.0
1751541545.235686,0.1,0.0
1751541545.2469134,0.1,0.0
1751541545.258759,0.1,0.0
1751541545.2714434,0.1,0.0
1751541545.2834933,0.1,0.0
1751541545.2947752,0.1,0.0
1751541545.307427,0.1,0.0
1751541545.3188245,0.1,0.0
1751541545.3307605,0.1,0.0
1751541545.3427317,0.1,0.0
1751541545.3544195,0.1,0.0
1751541545.3656073,0.1,0.0
1751541545.376821,0.1,0.0
1751541545.3888695,0.1,0.0
1751541545.4004683,0.1,0.0
1751541545.4139953,0.1,0.0
1751541545.4249897,0.1,0.0
1751541545.4368725,0.1,0.0
1751541545.4487555,0.1,0.0
1751541545.4613764,0.1,0.0
1751541545.4741695,0.1,0.0
1751541545.486384,0.1,0.0
1751541545.4981503,0.1,0.0
1751541545.5110967,0.1,0.0
1751541545.5220609,0.1,0.0
1751541545.5352805,0.1,0.0
1751541545.5477028,0.1,0.0
1751541545.5595791,0.1,0.0
1751541545.571068,0.1,0.0
1751541545.5824986,0.1,0.0
1751541545.5939693,0.1,0.0
1751541545.6073604,0.1,0.0
1751541545.6197665,0.1,0.0
1751541545.632806,0.1,0.0
1751541545.6444235,0.1,0.0
1751541545.6559157,0.1,0.0
1751541545.6674194,0.1,0.0
1751541545.681888,0.1,0.0
1751541545.6939363,0.1,0.0
1751541545.7069979,0.1,0.0
1751541545.7179263,0.1,0.0
1751541545.7298152,0.1,0.0
1751541545.7419765,0.1,0.0
1751541545.7543316,0.1,0.0
1751541545.7667449,0.1,0.0
1751541545.7790334,0.1,0.0
1751541545.7907488,0.1,0.0
1751541545.802194,0.1,0.0
1751541545.8160408,0.1,0.0
1751541545.8272734,0.1,0.0
1751541545.839012,0.1,0.0
1751541545.8505867,0.1,0.0
1751541545.8618543,0.1,0.0
1751541545.873116,0.1,0.0
1751541545.8856936,0.1,0.0
1751541545.8994067,0.1,0.0
1751541545.9123755,0.1,0.0
1751541545.9233553,0.1,0.0
1751541545.9348547,0.1,0.0
1751541545.9468958,0.1,0.0
1751541545.9596455,0.1,0.0
1751541545.9716249,0.1,0.0
1751541545.9832006,0.1,0.0
1751541545.9946625,0.1,0.0
1751541546.0059705,0.1,0.0
1751541546.0196164,0.1,0.0
1751541546.0310576,0.1,0.0
1751541546.042997,0.1,0.0
1751541546.0545125,0.1,0.0
1751541546.065888,0.1,0.0
1751541546.0771773,0.1,0.0
1751541546.0890818,0.1,0.0
1751541546.101046,0.1,0.0
1751541546.1141193,0.1,0.0
1751541546.1249874,0.1,0.0
1751541546.1364963,0.1,0.0
1751541546.1478407,0.1,0.0
1751541546.160103,0.1,0.0
1751541546.1728423,0.1,0.0
1751541546.1845016,0.1,0.0
1751541546.1968927,0.1,0.0
1751541546.2095592,0.1,0.0
1751541546.2219431,0.1,0.0
1751541546.2342813,0.1,0.0
1751541546.2462177,0.1,0.0
1751541546.2578435,0.1,0.0
1751541546.2690961,0.1,0.0
1751541546.2804706,0.1,0.0
1751541546.2927434,0.1,0.0
1751541546.3048906,0.1,0.0
1751541546.3182971,0.1,0.0
1751541546.3291798,0.1,0.0
1751541546.340636,0.1,0.0
1751541546.352059,0.1,0.0
1751541546.3639479,0.1,0.0
1751541546.376262,0.1,0.0
1751541546.3880246,0.1,0.0
1751541546.3994236,0.1,0.0
1751541546.4123511,0.1,0.0
1751541546.4232101,0.1,0.0
1751541546.4354165,0.1,0.0
1751541546.448155,0.1,0.0
1751541546.4601166,0.1,0.0
1751541546.4723141,0.1,0.0
1751541546.4845364,0.1,0.0
1751541546.4999557,0.1,0.0
1751541546.514066,0.1,0.0
1751541546.525672,0.1,0.0
1751541546.5374453,0.1,0.0
1751541546.5489151,0.1,0.0
1751541546.5603364,0.1,0.0
1751541546.5722787,0.1,0.0
1751541546.5861163,0.1,0.0
1751541546.5985613,0.1,0.0
1751541546.6089957,0.1,0.0
1751541546.6198847,0.1,0.0
1751541546.6313705,0.1,0.0
1751541546.6443758,0.1,0.0
1751541546.6565406,0.1,0.0
1751541546.6680543,0.1,0.0
1751541546.679478,0.1,0.0
1751541546.6907988,0.1,0.0
1751541546.7040062,0.1,0.0
1751541546.7182965,0.1,0.0
1751541546.7294915,0.1,0.0
1751541546.7411265,0.1,0.0
1751541546.7526088,0.1,0.0
1751541546.7639737,0.1,0.0
1751541546.776053,0.1,0.0
1751541546.7882705,0.1,0.0
1751541546.8000267,0.1,0.0
1751541546.813137,0.1,0.0
1751541546.824077,0.1,0.0
1751541546.8354907,0.1,0.0
1751541546.8474514,0.1,0.0
1751541546.8599594,0.1,0.0
1751541546.8717065,0.1,0.0
1751541546.8838208,0.1,0.0
1751541546.8952632,0.1,0.0
1751541546.9103384,0.1,0.0
1751541546.9219134,0.1,0.0
1751541546.9338994,0.1,0.0
1751541546.9454613,0.1,0.0
1751541546.9568636,0.1,0.0
1751541546.968182,0.1,0.0
1751541546.9801393,0.1,0.0
1751541546.9928916,0.1,0.0
1751541547.0047765,0.1,0.0
1751541547.0177374,0.1,0.0
1751541547.0286236,0.1,0.0
1751541547.0400972,0.1,0.0
1751541547.0521426,0.1,0.0
1751541547.0646906,0.1,0.0
1751541547.0765088,0.1,0.0
1751541547.08796,0.1,0.0
1751541547.0992537,0.1,0.0
1751541547.1121345,0.1,0.0
1751541547.1235297,0.1,0.0
1751541547.1357865,0.1,0.0
1751541547.1475415,0.1,0.0
1751541547.15903,0.1,0.0
1751541547.1703036,0.1,0.0
1751541547.181913,0.1,0.0
1751541547.1937704,0.1,0.0
1751541547.20613,0.1,0.0
1751541547.2193177,0.1,0.0
1751541547.230243,0.1,0.0
1751541547.2416832,0.1,0.0
1751541547.2548459,0.1,0.0
1751541547.2672346,0.1,0.0
1751541547.2792835,0.1,0.0
1751541547.2909617,0.1,0.0
1751541547.3023627,0.1,0.0
1751541547.3151846,0.1,0.0
1751541547.326944,0.1,0.0
1751541547.3391383,0.1,0.0
1751541547.3510575,0.1,0.0
1751541547.3625143,0.1,0.0
1751541547.3738627,0.1,0.0
1751541547.385197,0.1,0.0
1751541547.3984046,0.1,0.0
1751541547.412378,0.1,0.0
1751541547.4234922,0.1,0.0
1751541547.4350364,0.1,0.0
1751541547.4463973,0.1,0.0
1751541547.4583104,0.1,0.0
1751541547.471197,0.1,0.0
1751541547.4849007,0.1,0.0
1751541547.497476,0.1,0.0
1751541547.5109668,0.1,0.0
1751541547.5241358,0.1,0.0
1751541547.5357342,0.1,0.0
1751541547.5522826,0.1,0.0
1751541547.5643373,0.1,0.0
1751541547.5762994,0.1,0.0
1751541547.5882177,0.1,0.0
1751541547.5999818,0.1,0.0
1751541547.6143591,0.1,0.0
1751541547.6254337,0.1,0.0
1751541547.6390095,0.1,0.0
1751541547.6504948,0.1,0.0
1751541547.6616948,0.1,0.0
1751541547.673638,0.1,0.0
1751541547.685674,0.1,0.0
1751541547.6971977,0.1,0.0
1751541547.709841,0.1,0.0
1751541547.7233083,0.1,0.0
1751541547.735364,0.1,0.0
1751541547.7528877,0.1,0.0
1751541547.764662,0.1,0.0
1751541547.7763772,0.1,0.0
1751541547.7884648,0.1,0.0
1751541547.800097,0.1,0.0
1751541547.8135784,0.1,0.0
1751541547.8262303,0.1,0.0
1751541547.8388934,0.1,0.0
1751541547.8503335,0.1,0.0
1751541547.861552,0.1,0.0
1751541547.87542,0.1,0.0
1751541547.8879302,0.1,0.0
1751541547.8995357,0.1,0.0
1751541547.9124222,0.1,0.0
1751541547.9237735,0.1,0.0
1751541547.9351451,0.1,0.0
1751541547.946927,0.1,0.0
1751541547.9590414,0.1,0.0
1751541547.9712396,0.1,0.0
1751541547.9826999,0.1,0.0
1751541547.994245,0.1,0.0
1751541548.0055406,0.1,0.0
1751541548.0188615,0.1,0.0
1751541548.0305681,0.1,0.0
1751541548.042292,0.1,0.0
1751541548.0537448,0.1,0.0
1751541548.064943,0.1,0.0
1751541548.0762384,0.1,0.0
1751541548.087839,0.1,0.0
1751541548.099628,0.1,0.0
1751541548.1127102,0.1,0.0
1751541548.1238604,0.1,0.0
1751541548.1354408,0.1,0.0
1751541548.1515565,0.1,0.0
1751541548.1640115,0.1,0.0
1751541548.1758103,0.1,0.0
1751541548.1872063,0.1,0.0
1751541548.198349,0.1,0.0
1751541548.2110097,0.1,0.0
1751541548.2251627,0.1,0.0
1751541548.2397015,0.1,0.0
1751541548.251433,0.1,0.0
1751541548.2626863,0.1,0.0
1751541548.2739322,0.1,0.0
1751541548.2855873,0.1,0.0
1751541548.2977095,0.1,0.0
1751541548.310918,0.1,0.0
1751541548.325016,0.1,0.0
1751541548.3404195,0.1,0.0
1751541548.3522868,0.1,0.0
1751541548.3645158,0.1,0.0
1751541548.376779,0.1,0.0
1751541548.3882775,0.1,0.0
1751541548.399552,0.1,0.0
1751541548.4123237,0.1,0.0
1751541548.424885,0.1,0.0
1751541548.44024,0.1,0.0
1751541548.4519289,0.1,0.0
1751541548.4633536,0.1,0.0
1751541548.4751842,0.1,0.0
1751541548.4869573,0.1,0.0
1751541548.4989574,0.1,0.0
1751541548.5148156,0.1,0.0
1751541548.5258205,0.1,0.0
1751541548.5388782,0.1,0.0
1751541548.5502994,0.1,0.0
1751541548.5624013,0.1,0.0
1751541548.5761936,0.1,0.0
1751541548.5884721,0.1,0.0
1751541548.6002197,0.1,0.0
1751541548.614278,0.1,0.0
1751541548.6291811,0.1,0.0
1751541548.641556,0.1,0.0
1751541548.653776,0.1,0.0
1751541548.6653397,0.1,0.0
1751541548.6766846,0.1,0.0
1751541548.6879709,0.1,0.0
1751541548.6999044,0.1,0.0
1751541548.7158873,0.1,0.0
1751541548.727058,0.1,0.0
1751541548.7390532,0.1,0.0
1751541548.7504537,0.1,0.0
1751541548.761703,0.1,0.0
1751541548.7735868,0.1,0.0
1751541548.786108,0.1,0.0
1751541548.797787,0.1,0.0
1751541548.8106303,0.1,0.0
1751541548.8238475,0.1,0.0
1751541548.8352466,0.1,0.0
1751541548.8473356,0.1,0.0
1751541548.8595705,0.1,0.0
1751541548.8711507,0.1,0.0
1751541548.8824627,0.1,0.0
1751541548.893681,0.1,0.0
1751541548.904799,0.1,0.0
1751541548.9244494,0.1,0.0
1751541548.9350085,0.1,0.0
1751541548.9465418,0.1,0.0
1751541548.957912,0.1,0.0
1751541548.969119,0.1,0.0
1751541548.9809017,0.1,0.0
1751541548.9929256,0.1,0.0
1751541549.0045295,0.1,0.0
1751541549.0173197,0.1,0.0
1751541549.0281155,0.1,0.0
1751541549.039484,0.1,0.0
1751541549.0515473,0.1,0.0
1751541549.0636055,0.1,0.0
1751541549.0752838,0.1,0.0
1751541549.086618,0.1,0.0
1751541549.0978606,0.1,0.0
1751541549.1104777,0.1,0.0
1751541549.1224186,0.1,0.0
1751541549.1392472,0.1,0.0
1751541549.1508017,0.1,0.0
1751541549.1620338,0.1,0.0
1751541549.1734421,0.1,0.0
1751541549.1859646,0.1,0.0
1751541549.198709,0.1,0.0
1751541549.2117667,0.1,0.0
1751541549.223604,0.1,0.0
1751541549.2349167,0.1,0.0
1751541549.2461016,0.1,0.0
1751541549.2577832,0.1,0.0
1751541549.2696984,0.1,0.0
1751541549.2812102,0.1,0.0
1751541549.286837,0.15000000000000002,0.0
1751541549.298121,0.15000000000000002,0.0
1751541549.3107283,0.15000000000000002,0.0
1751541549.3267522,0.15000000000000002,0.0
1751541549.3396513,0.15000000000000002,0.0
1751541549.3511612,0.15000000000000002,0.0
1751541549.3622704,0.15000000000000002,0.0
1751541549.3733652,0.15000000000000002,0.0
1751541549.3844123,0.15000000000000002,0.0
1751541549.3978796,0.15000000000000002,0.0
1751541549.411198,0.15000000000000002,0.0
1751541549.4234414,0.15000000000000002,0.0
1751541549.434806,0.15000000000000002,0.0
1751541549.4459023,0.15000000000000002,0.0
1751541549.4582796,0.15000000000000002,0.0
1751541549.4721265,0.15000000000000002,0.0
1751541549.4840875,0.15000000000000002,0.0
1751541549.5081387,0.15000000000000002,0.0
1751541549.5196724,0.15000000000000002,0.0
1751541549.5327487,0.15000000000000002,0.0
1751541549.5438895,0.15000000000000002,0.0
1751541549.5554843,0.15000000000000002,0.0
1751541549.5666184,0.15000000000000002,0.0
1751541549.5776618,0.15000000000000002,0.0
1751541549.5971172,0.15000000000000002,0.0
1751541549.6003754,0.15000000000000002,0.0
1751541549.6122742,0.15000000000000002,0.0
1751541549.6252773,0.15000000000000002,0.0
1751541549.6360211,0.15000000000000002,0.0
1751541549.649969,0.15000000000000002,0.0
1751541549.6610653,0.15000000000000002,0.0
1751541549.6726382,0.15000000000000002,0.0
1751541549.6846595,0.15000000000000002,0.0
1751541549.6966245,0.15000000000000002,0.0
1751541549.7091749,0.15000000000000002,0.0
1751541549.7198474,0.15000000000000002,0.0
1751541549.731143,0.15000000000000002,0.0
1751541549.7431042,0.15000000000000002,0.0
1751541549.7547922,0.15000000000000002,0.0
1751541549.7661917,0.15000000000000002,0.0
1751541549.777312,0.15000000000000002,0.0
1751541549.7883592,0.15000000000000002,0.0
1751541549.7994485,0.15000000000000002,0.0
1751541549.8128707,0.15000000000000002,0.0
1751541549.8251255,0.15000000000000002,0.0
1751541549.8387995,0.15000000000000002,0.0
1751541549.850067,0.15000000000000002,0.0
1751541549.8612297,0.15000000000000002,0.0
1751541549.874618,0.15000000000000002,0.0
1751541549.8866096,0.15000000000000002,0.0
1751541549.8981493,0.15000000000000002,0.0
1751541549.9037125,0.15000000000000002,-0.05
1751541549.9143138,0.15000000000000002,-0.05
1751541549.9255686,0.15000000000000002,-0.05
1751541549.9387703,0.15000000000000002,-0.05
1751541549.9510517,0.15000000000000002,-0.05
1751541549.9631617,0.15000000000000002,-0.05
1751541549.9747348,0.15000000000000002,-0.05
1751541549.9861064,0.15000000000000002,-0.05
1751541549.9973621,0.15000000000000002,-0.05
1751541550.012666,0.15000000000000002,-0.05
1751541550.027192,0.15000000000000002,-0.05
1751541550.0390947,0.15000000000000002,-0.05
1751541550.0505369,0.15000000000000002,-0.05
1751541550.0617158,0.15000000000000002,-0.05
1751541550.073014,0.15000000000000002,-0.05
1751541550.084792,0.15000000000000002,-0.05
1751541550.096876,0.15000000000000002,-0.05
1751541550.1097906,0.15000000000000002,-0.05
1751541550.120543,0.15000000000000002,-0.05
1751541550.1319103,0.15000000000000002,-0.05
1751541550.143327,0.15000000000000002,-0.05
1751541550.1550708,0.15000000000000002,-0.05
1751541550.167313,0.15000000000000002,-0.05
1751541550.1787927,0.15000000000000002,-0.05
1751541550.190135,0.15000000000000002,-0.05
1751541550.2013736,0.15000000000000002,-0.05
1751541550.2139611,0.15000000000000002,-0.05
1751541550.2289066,0.15000000000000002,-0.05
1751541550.2408948,0.15000000000000002,-0.05
1751541550.2523367,0.15000000000000002,-0.05
1751541550.263542,0.15000000000000002,-0.05
1751541550.2746565,0.15000000000000002,-0.05
1751541550.2884583,0.15000000000000002,-0.05
1751541550.3004313,0.15000000000000002,-0.05
1751541550.313617,0.15000000000000002,-0.05
1751541550.3246794,0.15000000000000002,-0.05
1751541550.3384004,0.15000000000000002,-0.05
1751541550.3497672,0.15000000000000002,-0.05
1751541550.3607686,0.15000000000000002,-0.1
1751541550.3726125,0.15000000000000002,-0.1
1751541550.3842525,0.15000000000000002,-0.1
1751541550.3955235,0.15000000000000002,-0.1
1751541550.408042,0.15000000000000002,-0.1
1751541550.418701,0.15000000000000002,-0.1
1751541550.4333162,0.15000000000000002,-0.1
1751541550.445067,0.15000000000000002,-0.1
1751541550.4565542,0.15000000000000002,-0.1
1751541550.4676683,0.15000000000000002,-0.1
1751541550.4830093,0.15000000000000002,-0.1
1751541550.5140147,0.15000000000000002,-0.1
1751541550.525366,0.15000000000000002,-0.1
1751541550.5396657,0.15000000000000002,-0.1
1751541550.5513263,0.15000000000000002,-0.1
1751541550.563727,0.15000000000000002,-0.1
1751541550.5765753,0.15000000000000002,-0.1
1751541550.5887485,0.15000000000000002,-0.1
1751541550.6002114,0.15000000000000002,-0.1
1751541550.6132245,0.15000000000000002,-0.1
1751541550.6245174,0.15000000000000002,-0.1
1751541550.6398506,0.15000000000000002,-0.1
1751541550.652105,0.15000000000000002,-0.1
1751541550.6635194,0.15000000000000002,-0.1
1751541550.6747227,0.15000000000000002,-0.1
1751541550.685879,0.15000000000000002,-0.1
1751541550.6971867,0.15000000000000002,-0.1
1751541550.713486,0.15000000000000002,-0.1
1751541550.7254238,0.15000000000000002,-0.1
1751541550.738867,0.15000000000000002,-0.1
1751541550.7506492,0.15000000000000002,-0.1
1751541550.7617393,0.15000000000000002,-0.1
1751541550.7732942,0.15000000000000002,-0.1
1751541550.7853143,0.15000000000000002,-0.1
1751541550.791082,0.15000000000000002,-0.05
1751541550.8023913,0.15000000000000002,-0.05
1751541550.815505,0.15000000000000002,-0.05
1751541550.8262818,0.15000000000000002,-0.05
1751541550.8431494,0.15000000000000002,-0.05
1751541550.8552015,0.15000000000000002,-0.05
1751541550.866896,0.15000000000000002,-0.05
1751541550.8782082,0.15000000000000002,-0.05
1751541550.889475,0.15000000000000002,-0.05
1751541550.900574,0.15000000000000002,-0.05
1751541550.9136963,0.15000000000000002,-0.05
1751541550.927085,0.15000000000000002,-0.05
1751541550.9388947,0.15000000000000002,-0.05
1751541550.9502695,0.15000000000000002,-0.05
1751541550.9613733,0.15000000000000002,-0.05
1751541550.9728024,0.15000000000000002,-0.05
1751541550.9858851,0.15000000000000002,-0.05
1751541550.9976163,0.15000000000000002,-0.05
1751541551.0104473,0.15000000000000002,-0.05
1751541551.0236955,0.15000000000000002,-0.05
1751541551.035088,0.15000000000000002,-0.05
1751541551.047126,0.15000000000000002,-0.05
1751541551.0593083,0.15000000000000002,-0.05
1751541551.071409,0.15000000000000002,-0.05
1751541551.082712,0.15000000000000002,-0.05
1751541551.0938451,0.15000000000000002,-0.05
1751541551.1049817,0.15000000000000002,-0.05
1751541551.1182122,0.15000000000000002,-0.05
1751541551.1318388,0.15000000000000002,-0.05
1751541551.143413,0.15000000000000002,-0.05
1751541551.155111,0.15000000000000002,-0.05
1751541551.1662579,0.15000000000000002,-0.05
1751541551.1773589,0.15000000000000002,-0.05
1751541551.1889696,0.15000000000000002,-0.05
1751541551.2007475,0.15000000000000002,-0.05
1751541551.2137003,0.15000000000000002,-0.05
1751541551.2158198,0.15000000000000002,0.0
1751541551.2272556,0.15000000000000002,0.0
1751541551.2387972,0.15000000000000002,0.0
1751541551.2529428,0.15000000000000002,0.0
1751541551.2655582,0.15000000000000002,0.0
1751541551.2773087,0.15000000000000002,0.0
1751541551.288614,0.15000000000000002,0.0
1751541551.299783,0.15000000000000002,0.0
1751541551.3124366,0.15000000000000002,0.0
1751541551.3265584,0.15000000000000002,0.0
