timestamp,image_path,x_window,y_window,z_window,theta_window
1751541556.635141,images/image_1751541556.635141.png,"[2.03856, 2.05325, 2.06865, 2.08314, 2.09704, 2.11125, 2.1262, 2.14103, 2.15565, 2.16931, 2.18381, 2.19847, 2.21312, 2.22731, 2.24151, 2.25603, 2.27114, 2.28645, 2.29945, 2.3135, 2.32873, 2.34386, 2.35799, 2.37175, 2.38588, 2.40121, 2.41606, 2.42977, 2.44368, 2.45877, 2.47335, 2.48706, 2.50117, 2.51506, 2.52947, 2.54388, 2.55721, 2.57124, 2.58642, 2.60068, 2.6149, 2.62922, 2.64381, 2.65844, 2.6728, 2.68681, 2.7014, 2.7158, 2.72941, 2.74395]","[-0.12273, -0.11949, -0.11588, -0.11285, -0.10987, -0.10625, -0.10262, -0.09925, -0.09554, -0.09137, -0.08724, -0.08268, -0.07848, -0.07448, -0.07041, -0.06639, -0.06211, -0.05729, -0.05274, -0.04847, -0.04332, -0.03838, -0.03349, -0.02873, -0.02449, -0.01967, -0.0151, -0.01113, -0.00666, -0.00213, 0.00236, 0.00658, 0.01142, 0.01616, 0.02117, 0.02558, 0.02959, 0.0345, 0.03975, 0.04427, 0.04831, 0.05313, 0.05776, 0.06224, 0.06657, 0.07085, 0.07514, 0.07951, 0.08388, 0.08888]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22654373690886395, 0.23300145514124285, 0.2370157124208299, 0.24434609527920606, 0.2501056818107873, 0.2544690049407732, 0.25865779514555953, 0.2644173816771407, 0.2698279023583232, 0.2743657584135086, 0.2790781473938933, 0.2844886680750756, 0.28989918875625814, 0.29478611066184224, 0.29880036794142906, 0.3045599544730104, 0.30979594222899326, 0.31468286413457747, 0.31625366046137265, 0.31660272631177133, 0.31730085801256885, 0.3178244567881674, 0.3178244567881673, 0.3176499238629679, 0.31747539093776844, 0.31730085801256896, 0.3166027263117712, 0.31695179216217023, 0.31538099583537516, 0.31573006168577417, 0.314857397059777, 0.3150319299849763, 0.31520646291017584, 0.31468286413457763, 0.314857397059777, 0.3143337982841786, 0.3141592653589793, 0.3134611336581814, 0.31311206780778256, 0.3122394031817855, 0.31311206780778245, 0.3124139361069848, 0.31241393610698487, 0.31241393610698504, 0.3125884690321844, 0.3117158044061871, 0.3120648702565861, 0.312064870256586, 0.31049407392979106, 0.3049090203234093]"
1751541556.704916,images/image_1751541556.704916.png,"[2.03856, 2.05325, 2.06865, 2.08314, 2.09704, 2.11125, 2.1262, 2.14103, 2.15565, 2.16931, 2.18381, 2.19847, 2.21312, 2.22731, 2.24151, 2.25603, 2.27114, 2.28645, 2.29945, 2.3135, 2.32873, 2.34386, 2.35799, 2.37175, 2.38588, 2.40121, 2.41606, 2.42977, 2.44368, 2.45877, 2.47335, 2.48706, 2.50117, 2.51506, 2.52947, 2.54388, 2.55721, 2.57124, 2.58642, 2.60068, 2.6149, 2.62922, 2.64381, 2.65844, 2.6728, 2.68681, 2.7014, 2.7158, 2.72941, 2.74395]","[-0.12273, -0.11949, -0.11588, -0.11285, -0.10987, -0.10625, -0.10262, -0.09925, -0.09554, -0.09137, -0.08724, -0.08268, -0.07848, -0.07448, -0.07041, -0.06639, -0.06211, -0.05729, -0.05274, -0.04847, -0.04332, -0.03838, -0.03349, -0.02873, -0.02449, -0.01967, -0.0151, -0.01113, -0.00666, -0.00213, 0.00236, 0.00658, 0.01142, 0.01616, 0.02117, 0.02558, 0.02959, 0.0345, 0.03975, 0.04427, 0.04831, 0.05313, 0.05776, 0.06224, 0.06657, 0.07085, 0.07514, 0.07951, 0.08388, 0.08888]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22654373690886395, 0.23300145514124285, 0.2370157124208299, 0.24434609527920606, 0.2501056818107873, 0.2544690049407732, 0.25865779514555953, 0.2644173816771407, 0.2698279023583232, 0.2743657584135086, 0.2790781473938933, 0.2844886680750756, 0.28989918875625814, 0.29478611066184224, 0.29880036794142906, 0.3045599544730104, 0.30979594222899326, 0.31468286413457747, 0.31625366046137265, 0.31660272631177133, 0.31730085801256885, 0.3178244567881674, 0.3178244567881673, 0.3176499238629679, 0.31747539093776844, 0.31730085801256896, 0.3166027263117712, 0.31695179216217023, 0.31538099583537516, 0.31573006168577417, 0.314857397059777, 0.3150319299849763, 0.31520646291017584, 0.31468286413457763, 0.314857397059777, 0.3143337982841786, 0.3141592653589793, 0.3134611336581814, 0.31311206780778256, 0.3122394031817855, 0.31311206780778245, 0.3124139361069848, 0.31241393610698487, 0.31241393610698504, 0.3125884690321844, 0.3117158044061871, 0.3120648702565861, 0.312064870256586, 0.31049407392979106, 0.3049090203234093]"
1751541556.7728808,images/image_1751541556.7728808.png,"[2.05325, 2.06865, 2.08314, 2.09704, 2.11125, 2.1262, 2.14103, 2.15565, 2.16931, 2.18381, 2.19847, 2.21312, 2.22731, 2.24151, 2.25603, 2.27114, 2.28645, 2.29945, 2.3135, 2.32873, 2.34386, 2.35799, 2.37175, 2.38588, 2.40121, 2.41606, 2.42977, 2.44368, 2.45877, 2.47335, 2.48706, 2.50117, 2.51506, 2.52947, 2.54388, 2.55721, 2.57124, 2.58642, 2.60068, 2.6149, 2.62922, 2.64381, 2.65844, 2.6728, 2.68681, 2.7014, 2.7158, 2.72941, 2.74395, 2.75854]","[-0.11949, -0.11588, -0.11285, -0.10987, -0.10625, -0.10262, -0.09925, -0.09554, -0.09137, -0.08724, -0.08268, -0.07848, -0.07448, -0.07041, -0.06639, -0.06211, -0.05729, -0.05274, -0.04847, -0.04332, -0.03838, -0.03349, -0.02873, -0.02449, -0.01967, -0.0151, -0.01113, -0.00666, -0.00213, 0.00236, 0.00658, 0.01142, 0.01616, 0.02117, 0.02558, 0.02959, 0.0345, 0.03975, 0.04427, 0.04831, 0.05313, 0.05776, 0.06224, 0.06657, 0.07085, 0.07514, 0.07951, 0.08388, 0.08888, 0.09383]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.23300145514124285, 0.2370157124208299, 0.24434609527920606, 0.2501056818107873, 0.2544690049407732, 0.25865779514555953, 0.2644173816771407, 0.2698279023583232, 0.2743657584135086, 0.2790781473938933, 0.2844886680750756, 0.28989918875625814, 0.29478611066184224, 0.29880036794142906, 0.3045599544730104, 0.30979594222899326, 0.31468286413457747, 0.31625366046137265, 0.31660272631177133, 0.31730085801256885, 0.3178244567881674, 0.3178244567881673, 0.3176499238629679, 0.31747539093776844, 0.31730085801256896, 0.3166027263117712, 0.31695179216217023, 0.31538099583537516, 0.31573006168577417, 0.314857397059777, 0.3150319299849763, 0.31520646291017584, 0.31468286413457763, 0.314857397059777, 0.3143337982841786, 0.3141592653589793, 0.3134611336581814, 0.31311206780778256, 0.3122394031817855, 0.31311206780778245, 0.3124139361069848, 0.31241393610698487, 0.31241393610698504, 0.3125884690321844, 0.3117158044061871, 0.3120648702565861, 0.312064870256586, 0.31049407392979106, 0.3049090203234093, 0.30054569719342344]"
1751541556.841904,images/image_1751541556.841904.png,"[2.06865, 2.08314, 2.09704, 2.11125, 2.1262, 2.14103, 2.15565, 2.16931, 2.18381, 2.19847, 2.21312, 2.22731, 2.24151, 2.25603, 2.27114, 2.28645, 2.29945, 2.3135, 2.32873, 2.34386, 2.35799, 2.37175, 2.38588, 2.40121, 2.41606, 2.42977, 2.44368, 2.45877, 2.47335, 2.48706, 2.50117, 2.51506, 2.52947, 2.54388, 2.55721, 2.57124, 2.58642, 2.60068, 2.6149, 2.62922, 2.64381, 2.65844, 2.6728, 2.68681, 2.7014, 2.7158, 2.72941, 2.74395, 2.75854, 2.77263]","[-0.11588, -0.11285, -0.10987, -0.10625, -0.10262, -0.09925, -0.09554, -0.09137, -0.08724, -0.08268, -0.07848, -0.07448, -0.07041, -0.06639, -0.06211, -0.05729, -0.05274, -0.04847, -0.04332, -0.03838, -0.03349, -0.02873, -0.02449, -0.01967, -0.0151, -0.01113, -0.00666, -0.00213, 0.00236, 0.00658, 0.01142, 0.01616, 0.02117, 0.02558, 0.02959, 0.0345, 0.03975, 0.04427, 0.04831, 0.05313, 0.05776, 0.06224, 0.06657, 0.07085, 0.07514, 0.07951, 0.08388, 0.08888, 0.09383, 0.0982]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2370157124208299, 0.24434609527920606, 0.2501056818107873, 0.2544690049407732, 0.25865779514555953, 0.2644173816771407, 0.2698279023583232, 0.2743657584135086, 0.2790781473938933, 0.2844886680750756, 0.28989918875625814, 0.29478611066184224, 0.29880036794142906, 0.3045599544730104, 0.30979594222899326, 0.31468286413457747, 0.31625366046137265, 0.31660272631177133, 0.31730085801256885, 0.3178244567881674, 0.3178244567881673, 0.3176499238629679, 0.31747539093776844, 0.31730085801256896, 0.3166027263117712, 0.31695179216217023, 0.31538099583537516, 0.31573006168577417, 0.314857397059777, 0.3150319299849763, 0.31520646291017584, 0.31468286413457763, 0.314857397059777, 0.3143337982841786, 0.3141592653589793, 0.3134611336581814, 0.31311206780778256, 0.3122394031817855, 0.31311206780778245, 0.3124139361069848, 0.31241393610698487, 0.31241393610698504, 0.3125884690321844, 0.3117158044061871, 0.3120648702565861, 0.312064870256586, 0.31049407392979106, 0.3049090203234093, 0.30054569719342344, 0.29391344603584496]"
1751541556.9104736,images/image_1751541556.9104736.png,"[2.06865, 2.08314, 2.09704, 2.11125, 2.1262, 2.14103, 2.15565, 2.16931, 2.18381, 2.19847, 2.21312, 2.22731, 2.24151, 2.25603, 2.27114, 2.28645, 2.29945, 2.3135, 2.32873, 2.34386, 2.35799, 2.37175, 2.38588, 2.40121, 2.41606, 2.42977, 2.44368, 2.45877, 2.47335, 2.48706, 2.50117, 2.51506, 2.52947, 2.54388, 2.55721, 2.57124, 2.58642, 2.60068, 2.6149, 2.62922, 2.64381, 2.65844, 2.6728, 2.68681, 2.7014, 2.7158, 2.72941, 2.74395, 2.75854, 2.77263]","[-0.11588, -0.11285, -0.10987, -0.10625, -0.10262, -0.09925, -0.09554, -0.09137, -0.08724, -0.08268, -0.07848, -0.07448, -0.07041, -0.06639, -0.06211, -0.05729, -0.05274, -0.04847, -0.04332, -0.03838, -0.03349, -0.02873, -0.02449, -0.01967, -0.0151, -0.01113, -0.00666, -0.00213, 0.00236, 0.00658, 0.01142, 0.01616, 0.02117, 0.02558, 0.02959, 0.0345, 0.03975, 0.04427, 0.04831, 0.05313, 0.05776, 0.06224, 0.06657, 0.07085, 0.07514, 0.07951, 0.08388, 0.08888, 0.09383, 0.0982]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2370157124208299, 0.24434609527920606, 0.2501056818107873, 0.2544690049407732, 0.25865779514555953, 0.2644173816771407, 0.2698279023583232, 0.2743657584135086, 0.2790781473938933, 0.2844886680750756, 0.28989918875625814, 0.29478611066184224, 0.29880036794142906, 0.3045599544730104, 0.30979594222899326, 0.31468286413457747, 0.31625366046137265, 0.31660272631177133, 0.31730085801256885, 0.3178244567881674, 0.3178244567881673, 0.3176499238629679, 0.31747539093776844, 0.31730085801256896, 0.3166027263117712, 0.31695179216217023, 0.31538099583537516, 0.31573006168577417, 0.314857397059777, 0.3150319299849763, 0.31520646291017584, 0.31468286413457763, 0.314857397059777, 0.3143337982841786, 0.3141592653589793, 0.3134611336581814, 0.31311206780778256, 0.3122394031817855, 0.31311206780778245, 0.3124139361069848, 0.31241393610698487, 0.31241393610698504, 0.3125884690321844, 0.3117158044061871, 0.3120648702565861, 0.312064870256586, 0.31049407392979106, 0.3049090203234093, 0.30054569719342344, 0.29391344603584496]"
1751541556.9795969,images/image_1751541556.9795969.png,"[2.08314, 2.09704, 2.11125, 2.1262, 2.14103, 2.15565, 2.16931, 2.18381, 2.19847, 2.21312, 2.22731, 2.24151, 2.25603, 2.27114, 2.28645, 2.29945, 2.3135, 2.32873, 2.34386, 2.35799, 2.37175, 2.38588, 2.40121, 2.41606, 2.42977, 2.44368, 2.45877, 2.47335, 2.48706, 2.50117, 2.51506, 2.52947, 2.54388, 2.55721, 2.57124, 2.58642, 2.60068, 2.6149, 2.62922, 2.64381, 2.65844, 2.6728, 2.68681, 2.7014, 2.7158, 2.72941, 2.74395, 2.75854, 2.77263, 2.78698]","[-0.11285, -0.10987, -0.10625, -0.10262, -0.09925, -0.09554, -0.09137, -0.08724, -0.08268, -0.07848, -0.07448, -0.07041, -0.06639, -0.06211, -0.05729, -0.05274, -0.04847, -0.04332, -0.03838, -0.03349, -0.02873, -0.02449, -0.01967, -0.0151, -0.01113, -0.00666, -0.00213, 0.00236, 0.00658, 0.01142, 0.01616, 0.02117, 0.02558, 0.02959, 0.0345, 0.03975, 0.04427, 0.04831, 0.05313, 0.05776, 0.06224, 0.06657, 0.07085, 0.07514, 0.07951, 0.08388, 0.08888, 0.09383, 0.0982, 0.10262]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.24434609527920606, 0.2501056818107873, 0.2544690049407732, 0.25865779514555953, 0.2644173816771407, 0.2698279023583232, 0.2743657584135086, 0.2790781473938933, 0.2844886680750756, 0.28989918875625814, 0.29478611066184224, 0.29880036794142906, 0.3045599544730104, 0.30979594222899326, 0.31468286413457747, 0.31625366046137265, 0.31660272631177133, 0.31730085801256885, 0.3178244567881674, 0.3178244567881673, 0.3176499238629679, 0.31747539093776844, 0.31730085801256896, 0.3166027263117712, 0.31695179216217023, 0.31538099583537516, 0.31573006168577417, 0.314857397059777, 0.3150319299849763, 0.31520646291017584, 0.31468286413457763, 0.314857397059777, 0.3143337982841786, 0.3141592653589793, 0.3134611336581814, 0.31311206780778256, 0.3122394031817855, 0.31311206780778245, 0.3124139361069848, 0.31241393610698487, 0.31241393610698504, 0.3125884690321844, 0.3117158044061871, 0.3120648702565861, 0.312064870256586, 0.31049407392979106, 0.3049090203234093, 0.30054569719342344, 0.29391344603584496, 0.28972465583105855]"
1751541557.049674,images/image_1751541557.049674.png,"[2.09704, 2.11125, 2.1262, 2.14103, 2.15565, 2.16931, 2.18381, 2.19847, 2.21312, 2.22731, 2.24151, 2.25603, 2.27114, 2.28645, 2.29945, 2.3135, 2.32873, 2.34386, 2.35799, 2.37175, 2.38588, 2.40121, 2.41606, 2.42977, 2.44368, 2.45877, 2.47335, 2.48706, 2.50117, 2.51506, 2.52947, 2.54388, 2.55721, 2.57124, 2.58642, 2.60068, 2.6149, 2.62922, 2.64381, 2.65844, 2.6728, 2.68681, 2.7014, 2.7158, 2.72941, 2.74395, 2.75854, 2.77263, 2.78698, 2.80181]","[-0.10987, -0.10625, -0.10262, -0.09925, -0.09554, -0.09137, -0.08724, -0.08268, -0.07848, -0.07448, -0.07041, -0.06639, -0.06211, -0.05729, -0.05274, -0.04847, -0.04332, -0.03838, -0.03349, -0.02873, -0.02449, -0.01967, -0.0151, -0.01113, -0.00666, -0.00213, 0.00236, 0.00658, 0.01142, 0.01616, 0.02117, 0.02558, 0.02959, 0.0345, 0.03975, 0.04427, 0.04831, 0.05313, 0.05776, 0.06224, 0.06657, 0.07085, 0.07514, 0.07951, 0.08388, 0.08888, 0.09383, 0.0982, 0.10262, 0.10706]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2501056818107873, 0.2544690049407732, 0.25865779514555953, 0.2644173816771407, 0.2698279023583232, 0.2743657584135086, 0.2790781473938933, 0.2844886680750756, 0.28989918875625814, 0.29478611066184224, 0.29880036794142906, 0.3045599544730104, 0.30979594222899326, 0.31468286413457747, 0.31625366046137265, 0.31660272631177133, 0.31730085801256885, 0.3178244567881674, 0.3178244567881673, 0.3176499238629679, 0.31747539093776844, 0.31730085801256896, 0.3166027263117712, 0.31695179216217023, 0.31538099583537516, 0.31573006168577417, 0.314857397059777, 0.3150319299849763, 0.31520646291017584, 0.31468286413457763, 0.314857397059777, 0.3143337982841786, 0.3141592653589793, 0.3134611336581814, 0.31311206780778256, 0.3122394031817855, 0.31311206780778245, 0.3124139361069848, 0.31241393610698487, 0.31241393610698504, 0.3125884690321844, 0.3117158044061871, 0.3120648702565861, 0.312064870256586, 0.31049407392979106, 0.3049090203234093, 0.30054569719342344, 0.29391344603584496, 0.28972465583105855, 0.2832669375986797]"
1751541557.117866,images/image_1751541557.117866.png,"[2.09704, 2.11125, 2.1262, 2.14103, 2.15565, 2.16931, 2.18381, 2.19847, 2.21312, 2.22731, 2.24151, 2.25603, 2.27114, 2.28645, 2.29945, 2.3135, 2.32873, 2.34386, 2.35799, 2.37175, 2.38588, 2.40121, 2.41606, 2.42977, 2.44368, 2.45877, 2.47335, 2.48706, 2.50117, 2.51506, 2.52947, 2.54388, 2.55721, 2.57124, 2.58642, 2.60068, 2.6149, 2.62922, 2.64381, 2.65844, 2.6728, 2.68681, 2.7014, 2.7158, 2.72941, 2.74395, 2.75854, 2.77263, 2.78698, 2.80181]","[-0.10987, -0.10625, -0.10262, -0.09925, -0.09554, -0.09137, -0.08724, -0.08268, -0.07848, -0.07448, -0.07041, -0.06639, -0.06211, -0.05729, -0.05274, -0.04847, -0.04332, -0.03838, -0.03349, -0.02873, -0.02449, -0.01967, -0.0151, -0.01113, -0.00666, -0.00213, 0.00236, 0.00658, 0.01142, 0.01616, 0.02117, 0.02558, 0.02959, 0.0345, 0.03975, 0.04427, 0.04831, 0.05313, 0.05776, 0.06224, 0.06657, 0.07085, 0.07514, 0.07951, 0.08388, 0.08888, 0.09383, 0.0982, 0.10262, 0.10706]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2501056818107873, 0.2544690049407732, 0.25865779514555953, 0.2644173816771407, 0.2698279023583232, 0.2743657584135086, 0.2790781473938933, 0.2844886680750756, 0.28989918875625814, 0.29478611066184224, 0.29880036794142906, 0.3045599544730104, 0.30979594222899326, 0.31468286413457747, 0.31625366046137265, 0.31660272631177133, 0.31730085801256885, 0.3178244567881674, 0.3178244567881673, 0.3176499238629679, 0.31747539093776844, 0.31730085801256896, 0.3166027263117712, 0.31695179216217023, 0.31538099583537516, 0.31573006168577417, 0.314857397059777, 0.3150319299849763, 0.31520646291017584, 0.31468286413457763, 0.314857397059777, 0.3143337982841786, 0.3141592653589793, 0.3134611336581814, 0.31311206780778256, 0.3122394031817855, 0.31311206780778245, 0.3124139361069848, 0.31241393610698487, 0.31241393610698504, 0.3125884690321844, 0.3117158044061871, 0.3120648702565861, 0.312064870256586, 0.31049407392979106, 0.3049090203234093, 0.30054569719342344, 0.29391344603584496, 0.28972465583105855, 0.2832669375986797]"
1751541557.186284,images/image_1751541557.186284.png,"[2.11125, 2.1262, 2.14103, 2.15565, 2.16931, 2.18381, 2.19847, 2.21312, 2.22731, 2.24151, 2.25603, 2.27114, 2.28645, 2.29945, 2.3135, 2.32873, 2.34386, 2.35799, 2.37175, 2.38588, 2.40121, 2.41606, 2.42977, 2.44368, 2.45877, 2.47335, 2.48706, 2.50117, 2.51506, 2.52947, 2.54388, 2.55721, 2.57124, 2.58642, 2.60068, 2.6149, 2.62922, 2.64381, 2.65844, 2.6728, 2.68681, 2.7014, 2.7158, 2.72941, 2.74395, 2.75854, 2.77263, 2.78698, 2.80181, 2.81592]","[-0.10625, -0.10262, -0.09925, -0.09554, -0.09137, -0.08724, -0.08268, -0.07848, -0.07448, -0.07041, -0.06639, -0.06211, -0.05729, -0.05274, -0.04847, -0.04332, -0.03838, -0.03349, -0.02873, -0.02449, -0.01967, -0.0151, -0.01113, -0.00666, -0.00213, 0.00236, 0.00658, 0.01142, 0.01616, 0.02117, 0.02558, 0.02959, 0.0345, 0.03975, 0.04427, 0.04831, 0.05313, 0.05776, 0.06224, 0.06657, 0.07085, 0.07514, 0.07951, 0.08388, 0.08888, 0.09383, 0.0982, 0.10262, 0.10706, 0.11104]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2544690049407732, 0.25865779514555953, 0.2644173816771407, 0.2698279023583232, 0.2743657584135086, 0.2790781473938933, 0.2844886680750756, 0.28989918875625814, 0.29478611066184224, 0.29880036794142906, 0.3045599544730104, 0.30979594222899326, 0.31468286413457747, 0.31625366046137265, 0.31660272631177133, 0.31730085801256885, 0.3178244567881674, 0.3178244567881673, 0.3176499238629679, 0.31747539093776844, 0.31730085801256896, 0.3166027263117712, 0.31695179216217023, 0.31538099583537516, 0.31573006168577417, 0.314857397059777, 0.3150319299849763, 0.31520646291017584, 0.31468286413457763, 0.314857397059777, 0.3143337982841786, 0.3141592653589793, 0.3134611336581814, 0.31311206780778256, 0.3122394031817855, 0.31311206780778245, 0.3124139361069848, 0.31241393610698487, 0.31241393610698504, 0.3125884690321844, 0.3117158044061871, 0.3120648702565861, 0.312064870256586, 0.31049407392979106, 0.3049090203234093, 0.30054569719342344, 0.29391344603584496, 0.28972465583105855, 0.2832669375986797, 0.2789036144686938]"
1751541557.2553637,images/image_1751541557.2553637.png,"[2.1262, 2.14103, 2.15565, 2.16931, 2.18381, 2.19847, 2.21312, 2.22731, 2.24151, 2.25603, 2.27114, 2.28645, 2.29945, 2.3135, 2.32873, 2.34386, 2.35799, 2.37175, 2.38588, 2.40121, 2.41606, 2.42977, 2.44368, 2.45877, 2.47335, 2.48706, 2.50117, 2.51506, 2.52947, 2.54388, 2.55721, 2.57124, 2.58642, 2.60068, 2.6149, 2.62922, 2.64381, 2.65844, 2.6728, 2.68681, 2.7014, 2.7158, 2.72941, 2.74395, 2.75854, 2.77263, 2.78698, 2.80181, 2.81592, 2.83048]","[-0.10262, -0.09925, -0.09554, -0.09137, -0.08724, -0.08268, -0.07848, -0.07448, -0.07041, -0.06639, -0.06211, -0.05729, -0.05274, -0.04847, -0.04332, -0.03838, -0.03349, -0.02873, -0.02449, -0.01967, -0.0151, -0.01113, -0.00666, -0.00213, 0.00236, 0.00658, 0.01142, 0.01616, 0.02117, 0.02558, 0.02959, 0.0345, 0.03975, 0.04427, 0.04831, 0.05313, 0.05776, 0.06224, 0.06657, 0.07085, 0.07514, 0.07951, 0.08388, 0.08888, 0.09383, 0.0982, 0.10262, 0.10706, 0.11104, 0.11506]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25865779514555953, 0.2644173816771407, 0.2698279023583232, 0.2743657584135086, 0.2790781473938933, 0.2844886680750756, 0.28989918875625814, 0.29478611066184224, 0.29880036794142906, 0.3045599544730104, 0.30979594222899326, 0.31468286413457747, 0.31625366046137265, 0.31660272631177133, 0.31730085801256885, 0.3178244567881674, 0.3178244567881673, 0.3176499238629679, 0.31747539093776844, 0.31730085801256896, 0.3166027263117712, 0.31695179216217023, 0.31538099583537516, 0.31573006168577417, 0.314857397059777, 0.3150319299849763, 0.31520646291017584, 0.31468286413457763, 0.314857397059777, 0.3143337982841786, 0.3141592653589793, 0.3134611336581814, 0.31311206780778256, 0.3122394031817855, 0.31311206780778245, 0.3124139361069848, 0.31241393610698487, 0.31241393610698504, 0.3125884690321844, 0.3117158044061871, 0.3120648702565861, 0.312064870256586, 0.31049407392979106, 0.3049090203234093, 0.30054569719342344, 0.29391344603584496, 0.28972465583105855, 0.2832669375986797, 0.2789036144686938, 0.2734930937875113]"
